bt,km,transmission,owner,modelYear,price,place,Insurance Validity,Fuel Type,Seats,Engine Displacement,oem_encoded,num_features,num_Comfort,num_Interior,num_Exterior,frequency_encoded_model,variantName_encoded
0.0,37004,0,1,2021,495000,3,1.0,0.0,5,999,27,9,11,7,8,0.01792328832596487,0.0014338630660771896
0.0,85274,0,2,2011,271000,3,1.0,0.0,5,1197,9,8,10,7,3,0.021866411757677142,0.009200621340661966
1.0,60000,0,2,2017,940000,3,0.0,1.0,5,1582,9,9,20,10,16,0.023180786234914565,0.0019118174214362528
2.0,42000,0,1,2017,799000,3,1.0,0.0,5,1497,8,9,21,10,12,0.04421077787071335,0.0038236348428725055
1.0,20000,0,1,2022,1850000,3,0.0,1.0,5,1493,9,9,27,13,18,0.023180786234914565,0.0008364201218783606
3.0,30000,1,1,2022,2000000,3,0.0,1.0,7,1493,13,9,24,15,21,0.0021507945991157845,0.0001194885888397658
2.0,25000,1,1,2017,4500000,3,1.0,1.0,5,1950,21,9,31,15,12,0.005496475086629227,0.0004779543553590632
1.0,80000,0,3,2014,700000,3,0.0,1.0,7,2179,17,9,17,10,11,0.015414027960329788,0.00227028318795555
2.0,60000,0,2,2015,585000,3,0.0,0.0,5,1591,9,9,16,11,10,0.021746923168837376,0.0003584657665192974
1.0,20000,0,1,2022,2050000,3,0.0,1.0,5,1956,29,9,17,15,16,0.0035846576651929743,0.002389771776795316
1.0,20000,1,1,2022,1989999,3,0.0,0.0,5,1451,16,9,28,14,26,0.005735452264308758,0.001194885888397658
1.0,20000,1,1,2022,1989999,3,0.0,0.0,5,1451,16,9,28,14,26,0.005735452264308758,0.001194885888397658
1.0,55037,0,2,2020,1445000,3,2.0,1.0,5,1493,9,9,27,13,18,0.023180786234914565,0.0008364201218783606
0.0,65607,0,1,2018,451000,3,3.0,0.0,5,1086,9,9,12,8,4,0.006093918030828056,0.0004779543553590632
3.0,70000,0,1,2021,1100000,3,0.0,,7,1462,20,9,12,10,10,0.0001194885888397658,0.0001194885888397658
0.0,74777,0,1,2016,631000,3,1.0,0.0,5,1197,9,9,18,11,12,0.03955072290596248,0.0015533516549169554
2.0,102392,0,2,2012,411000,3,1.0,0.0,5,1496,30,0,1,1,1,0.0027482375433146135,0.00370414625403274
2.0,90210,0,1,2015,500000,3,1.0,1.0,5,1498,28,9,19,12,9,0.007886246863424543,0.0001194885888397658
2.0,62373,0,1,2014,488000,3,2.0,0.0,5,1197,20,9,15,10,9,0.03023061297646075,0.04026765443900108
2.0,80000,0,1,2015,459999,3,0.0,1.0,5,1248,29,8,6,9,3,0.0017923288325964871,0.0004779543553590632
0.0,25219,1,2,2018,513999,3,1.0,0.0,5,998,20,9,11,9,10,0.0181622655036444,0.0019118174214362528
0.0,64409,0,3,2014,508000,3,2.0,1.0,5,1248,20,9,10,10,9,0.041821006093918034,0.0027482375433146135
1.0,52000,0,1,2018,865000,3,1.0,1.0,5,1497,29,9,17,12,12,0.01051499581789939,0.0001194885888397658
2.0,30000,1,2,2018,855000,3,1.0,0.0,5,1462,20,9,22,12,11,0.015294539371490022,0.000597442944198829
2.0,14000,1,1,2020,11800000,3,1.0,1.0,5,2925,21,9,28,13,14,0.0016728402437567213,0.0004779543553590632
1.0,48574,0,1,2019,925000,3,1.0,1.0,5,1396,9,9,13,9,8,0.00967857569602103,0.0003584657665192974
2.0,71423,1,1,2012,509999,3,1.0,0.0,5,1497,8,9,17,10,9,0.04421077787071335,0.0004779543553590632
2.0,30000,1,1,2020,5700000,3,1.0,1.0,5,1950,21,9,31,15,12,0.005496475086629227,0.0004779543553590632
0.0,75498,0,1,2013,350000,3,1.0,0.0,5,998,20,9,9,8,10,0.02987214720994145,0.00824471262994384
2.0,95963,0,1,2017,630000,3,0.0,0.0,5,1497,8,9,12,11,6,0.04421077787071335,0.0008364201218783606
0.0,46613,0,1,2015,409999,3,1.0,0.0,5,998,20,9,11,10,11,0.02987214720994145,0.00824471262994384
1.0,30000,0,1,2017,725000,3,0.0,0.0,5,1199,8,9,21,12,15,0.009798064284860795,0.006093918030828056
2.0,18722,0,1,2015,466000,3,1.0,0.0,5,1198,8,9,15,11,5,0.020910503046959017,0.002867726132154379
1.0,5593,1,1,2023,1864000,3,1.0,0.0,5,1353,13,9,24,14,20,0.01135141593977775,0.0017923288325964871
1.0,40000,1,1,2017,2700000,3,0.0,1.0,5,1968,0,9,21,12,18,0.00370414625403274,0.000597442944198829
0.0,20875,0,1,2021,503000,3,2.0,0.0,5,998,20,8,11,7,6,0.0181622655036444,0.005496475086629227
0.0,46436,0,2,2018,309000,3,2.0,0.0,5,799,27,9,6,7,6,0.01792328832596487,0.0017923288325964871
2.0,127672,1,1,2016,640000,3,0.0,0.0,5,1497,8,9,21,14,11,0.04421077787071335,0.0038236348428725055
1.0,12814,0,1,2021,841000,3,2.0,0.0,5,1197,9,9,19,11,15,0.00967857569602103,0.0004779543553590632
1.0,26000,0,1,2022,1889999,3,2.0,1.0,7,1956,29,9,19,12,15,0.0027482375433146135,0.000597442944198829
0.0,45851,0,1,2011,288000,3,1.0,0.0,5,1197,9,8,10,7,3,0.021866411757677142,0.009200621340661966
1.0,36349,0,1,2021,940000,3,1.0,0.0,5,998,9,9,20,12,18,0.00967857569602103,0.0007169315330385948
0.0,35000,1,1,2018,844999,3,1.0,0.0,5,1197,31,9,14,11,14,0.017564822559445574,0.0021507945991157845
1.0,17059,1,1,2021,2055999,3,1.0,1.0,7,1956,29,9,19,15,17,0.0027482375433146135,0.0007169315330385948
1.0,37000,1,1,2019,7700000,3,1.0,1.0,5,2993,1,9,31,14,23,0.0017923288325964871,0.0003584657665192974
0.0,48163,0,2,2016,400000,3,1.0,0.0,5,998,20,9,11,10,11,0.02987214720994145,0.00824471262994384
2.0,40000,0,3,2013,425000,3,0.0,0.0,5,1197,20,9,13,9,8,0.03023061297646075,0.04026765443900108
2.0,150000,0,2,2008,200000,3,0.0,1.0,5,1405,29,8,5,10,5,0.0014338630660771896,0.0015533516549169554
0.0,20000,0,1,2020,750000,3,0.0,0.0,5,999,31,9,13,11,11,0.017564822559445574,0.0015533516549169554
1.0,47000,1,1,2019,1689999,3,1.0,1.0,5,1582,9,9,27,12,16,0.023180786234914565,0.0009559087107181264
0.0,112711,0,1,2013,310000,3,1.0,0.0,5,1197,9,9,10,8,5,0.021866411757677142,0.011590393117457283
1.0,53000,1,1,2020,3900000,3,1.0,1.0,7,2755,30,9,31,12,19,0.0071693153303859485,0.000597442944198829
0.0,65895,1,2,2016,437000,3,1.0,0.0,5,998,20,8,10,8,6,0.0181622655036444,0.003106703309833911
1.0,15625,1,1,2022,1026000,3,1.0,0.0,5,1197,17,9,13,10,10,0.004421077787071335,0.0003584657665192974
0.0,107595,0,1,2015,560000,3,0.0,1.0,5,1248,20,9,15,11,12,0.041821006093918034,0.000597442944198829
0.0,23838,0,1,2017,532000,3,1.0,0.0,5,1197,20,9,12,10,12,0.0071693153303859485,0.0008364201218783606
0.0,28975,0,1,2015,323000,3,2.0,0.0,5,998,20,9,7,6,5,0.010037041462540327,0.04026765443900108
1.0,30742,0,1,2018,770000,3,0.0,0.0,5,1199,8,9,21,12,15,0.009798064284860795,0.006093918030828056
0.0,10363,0,1,2022,492000,3,1.0,0.0,5,998,20,9,8,6,5,0.005854940853148524,0.0027482375433146135
2.0,100000,0,1,2015,650000,3,0.0,0.0,5,1497,8,9,17,10,8,0.04421077787071335,0.006093918030828056
2.0,75555,0,1,2016,633000,3,1.0,0.0,5,1497,8,9,17,12,10,0.04421077787071335,0.006093918030828056
1.0,60929,0,2,2018,982000,3,0.0,0.0,5,1591,9,9,28,12,15,0.023180786234914565,0.0027482375433146135
1.0,78000,1,2,2009,1350000,3,1.0,1.0,5,2993,1,9,19,11,15,0.0017923288325964871,0.000597442944198829
1.0,120000,0,1,2017,900000,3,0.0,1.0,5,1248,20,9,22,11,15,0.01111243876209822,0.0019118174214362528
2.0,143185,0,1,2014,370000,3,1.0,1.0,5,1498,8,9,15,11,5,0.020910503046959017,0.0015533516549169554
2.0,115434,0,1,2017,620000,3,1.0,0.0,5,1373,20,9,21,12,11,0.015294539371490022,0.0008364201218783606
0.0,43000,0,1,2018,480000,3,0.0,0.0,5,1197,20,9,12,7,8,0.0071693153303859485,0.0015533516549169554
0.0,63309,0,1,2015,430000,3,0.0,0.0,5,1198,8,9,10,10,11,0.00740829250806548,0.0001194885888397658
0.0,150000,0,1,2015,500000,3,0.0,1.0,5,1248,20,9,15,11,12,0.041821006093918034,0.000597442944198829
2.0,53000,1,1,2019,7600000,3,1.0,1.0,5,2993,1,9,23,15,15,0.0007169315330385948,0.0003584657665192974
0.0,39386,0,1,2019,790000,3,0.0,0.0,5,1197,20,9,16,12,16,0.03524913370773091,0.002509260365635082
2.0,42000,1,1,2018,5200000,3,1.0,1.0,4,2993,1,9,30,15,14,0.0008364201218783606,0.0002389771776795316
3.0,29257,1,1,2021,776000,3,1.0,0.0,7,999,27,9,16,11,11,0.005257497908949695,0.000597442944198829
0.0,61829,1,1,2017,702000,3,1.0,0.0,5,1197,20,9,13,12,13,0.03524913370773091,0.0017923288325964871
0.0,83901,0,1,2014,290000,3,1.0,0.0,5,998,20,9,9,9,6,0.010037041462540327,0.04026765443900108
0.0,33295,0,1,2014,383000,3,0.0,0.0,5,998,20,8,11,7,6,0.0181622655036444,0.04026765443900108
0.0,33610,0,1,2015,411000,3,1.0,0.0,5,998,20,8,11,7,6,0.0181622655036444,0.04026765443900108
2.0,95600,0,1,2014,615000,3,1.0,1.0,5,1248,20,9,19,11,10,0.015294539371490022,0.0033456804875134426
0.0,20960,0,1,2018,515000,3,1.0,0.0,5,1199,29,9,14,12,13,0.011470904528617517,0.0032261918986736765
2.0,66000,1,1,2016,2575000,3,1.0,1.0,5,1995,1,9,29,15,13,0.004660054964750866,0.001194885888397658
0.0,85105,0,2,2015,507000,3,0.0,0.0,5,1197,9,9,14,10,10,0.03955072290596248,0.007886246863424543
0.0,44519,0,2,2016,322000,3,2.0,0.0,5,814,9,9,9,8,8,0.008364201218783606,0.011590393117457283
0.0,54024,0,1,2017,575000,3,1.0,0.0,5,1197,20,9,11,10,12,0.03524913370773091,0.007288803919225714
0.0,20027,0,1,2020,850000,3,1.0,0.0,5,1197,20,9,16,11,15,0.03524913370773091,0.0045405663759111
2.0,44000,1,1,2019,3700000,3,1.0,1.0,5,1968,0,9,23,13,12,0.00370414625403274,0.0001194885888397658
1.0,58000,1,1,2014,1800000,3,1.0,1.0,5,1968,0,9,23,13,18,0.00370414625403274,0.0021507945991157845
2.0,67905,0,1,2013,425000,3,1.0,1.0,5,1498,8,9,15,9,8,0.020910503046959017,0.0003584657665192974
0.0,62604,0,1,2017,650000,3,0.0,0.0,5,1197,20,9,16,11,15,0.03524913370773091,0.0045405663759111
3.0,120000,0,1,2009,750000,3,0.0,1.0,7,2494,30,9,14,9,6,0.006691360975026885,0.0001194885888397658
2.0,105781,0,1,2014,450000,3,1.0,1.0,5,1498,8,9,15,9,8,0.020910503046959017,0.0003584657665192974
2.0,68724,0,1,2017,720000,3,0.0,0.0,5,1373,20,9,19,11,10,0.015294539371490022,0.0002389771776795316
0.0,67000,1,1,2014,425000,3,1.0,0.0,5,998,20,8,10,9,5,0.0181622655036444,0.002031306010276019
0.0,110273,0,2,2010,235000,3,1.0,0.0,5,1197,9,9,10,8,4,0.021866411757677142,0.007886246863424543
0.0,65628,1,2,2016,437000,3,1.0,0.0,5,998,20,8,10,9,5,0.0181622655036444,0.002031306010276019
0.0,106075,0,1,2014,409999,3,0.0,0.0,5,1198,31,9,11,11,10,0.017564822559445574,0.0029872147209941452
0.0,6023,0,1,2022,731000,3,1.0,0.0,5,1197,20,9,15,8,15,0.0071693153303859485,0.0009559087107181264
0.0,38999,0,2,2018,501999,3,1.0,0.0,5,1199,29,9,14,12,13,0.011470904528617517,0.0032261918986736765
3.0,105000,0,1,2018,2050000,3,1.0,1.0,7,2393,30,9,25,15,18,0.007288803919225714,0.0003584657665192974
1.0,7811,1,1,2022,1963000,3,1.0,1.0,7,1956,29,9,19,12,17,0.0027482375433146135,0.0001194885888397658
0.0,58747,0,2,2011,222000,3,1.0,0.0,5,998,20,8,9,6,5,0.010037041462540327,0.0007169315330385948
1.0,34965,0,1,2019,1497000,3,1.0,1.0,5,1956,29,9,25,12,12,0.0035846576651929743,0.0008364201218783606
1.0,106360,0,2,2015,529000,3,1.0,1.0,5,1498,6,9,18,13,12,0.01995459433624089,0.0003584657665192974
0.0,162049,0,2,2010,210000,3,1.0,0.0,5,1197,20,8,10,9,7,0.005257497908949695,0.003465169076353208
1.0,30000,1,1,2020,7450000,3,1.0,1.0,5,1950,21,9,32,17,20,0.002031306010276019,0.0007169315330385948
1.0,26000,0,1,2021,975000,3,1.0,0.0,5,1462,30,9,25,13,21,0.0019118174214362528,0.0010753972995578922
1.0,25000,1,1,2020,1450000,3,1.0,0.0,5,1497,13,9,24,12,18,0.01135141593977775,0.000597442944198829
1.0,35000,1,1,2021,6200000,3,1.0,1.0,5,1950,21,9,31,14,16,0.0026287489544748474,0.0007169315330385948
0.0,57000,0,1,2020,595000,3,1.0,0.0,5,1197,20,8,8,8,5,0.041821006093918034,0.017325845381766042
1.0,49000,0,1,2017,767000,3,0.0,0.0,5,1591,9,9,16,9,8,0.023180786234914565,0.0010753972995578922
0.0,30000,0,1,2022,825000,3,1.0,0.0,5,1197,9,9,21,10,12,0.03955072290596248,0.0007169315330385948
0.0,120000,0,3,2002,45000,3,0.0,0.0,5,1086,9,0,1,1,1,0.006093918030828056,0.0001194885888397658
0.0,40000,1,3,2014,335000,3,0.0,0.0,5,1197,9,9,10,9,8,0.021866411757677142,0.0010753972995578922
0.0,53250,1,1,2015,558000,3,1.0,0.0,5,1199,8,9,13,12,12,0.01338272195005377,0.002509260365635082
0.0,8848,0,1,2022,649000,3,2.0,0.0,5,1199,29,9,8,11,7,0.011470904528617517,0.0017923288325964871
1.0,3000,1,1,2022,2250000,3,1.0,1.0,5,1956,29,9,17,15,16,0.0035846576651929743,0.0001194885888397658
2.0,34628,0,1,2021,1110000,3,2.0,0.0,5,999,28,9,19,11,13,0.007886246863424543,0.0001194885888397658
0.0,8579,0,1,2022,672000,3,2.0,0.0,5,1197,20,9,15,7,13,0.0071693153303859485,0.0009559087107181264
3.0,17000,0,1,2022,675000,3,1.0,0.0,7,999,27,9,13,10,7,0.005257497908949695,0.0008364201218783606
2.0,40021,0,1,2017,795000,3,0.0,0.0,5,1497,8,9,17,12,10,0.04421077787071335,0.006093918030828056
1.0,52000,1,1,2021,11299999,3,1.0,1.0,7,2925,21,9,33,17,26,0.0013143744772374237,0.0001194885888397658
0.0,46946,0,2,2017,587000,3,1.0,0.0,5,1197,9,9,14,10,10,0.03955072290596248,0.007886246863424543
0.0,30772,1,1,2019,807000,3,1.0,0.0,5,1199,8,9,21,13,13,0.01338272195005377,0.002389771776795316
0.0,74008,0,1,2012,260000,3,1.0,1.0,5,1399,6,9,10,8,8,0.007647269685745011,0.0017923288325964871
2.0,31000,0,1,2017,760000,3,1.0,1.0,5,1248,20,9,19,11,8,0.03023061297646075,0.009320109929501733
1.0,20000,0,1,2022,1070000,3,0.0,1.0,7,1493,17,9,11,9,7,0.0019118174214362528,0.0002389771776795316
0.0,20000,0,2,2020,650000,3,0.0,0.0,5,1197,20,9,11,10,14,0.03524913370773091,0.002031306010276019
0.0,31137,1,1,2020,520000,3,0.0,0.0,5,998,20,9,7,6,5,0.005854940853148524,0.000597442944198829
2.0,90000,0,1,2011,350000,3,0.0,1.0,5,1248,20,9,12,10,7,0.03023061297646075,0.0033456804875134426
1.0,77000,0,1,2015,875000,3,1.0,0.0,5,1591,9,9,28,12,15,0.023180786234914565,0.0027482375433146135
2.0,16000,1,1,2019,4350000,3,1.0,1.0,5,1995,1,9,28,15,15,0.0014338630660771896,0.0008364201218783606
1.0,23000,1,1,2018,1450000,3,1.0,1.0,7,2179,17,9,19,10,13,0.015414027960329788,0.0001194885888397658
1.0,9000,0,1,2022,1725000,3,1.0,0.0,4,1997,17,9,12,10,7,0.004421077787071335,0.0008364201218783606
0.0,28733,0,1,2018,302000,3,0.0,0.0,5,799,4,9,10,7,6,0.005496475086629227,0.0017923288325964871
2.0,61828,1,1,2018,1060000,3,3.0,1.0,5,1582,9,9,25,12,10,0.021746923168837376,0.0009559087107181264
3.0,150000,0,2,2007,600000,3,0.0,1.0,8,2494,30,9,12,9,4,0.006691360975026885,0.0004779543553590632
2.0,60431,0,1,2022,722000,3,1.0,0.0,5,1199,29,9,16,11,16,0.002867726132154379,0.002389771776795316
0.0,53269,0,1,2018,463000,3,1.0,0.0,5,998,20,9,9,10,11,0.0015533516549169554,0.0004779543553590632
1.0,38000,1,1,2021,1770000,3,1.0,0.0,5,1451,16,9,28,14,26,0.005735452264308758,0.002509260365635082
2.0,37778,0,2,2019,627000,3,0.0,0.0,5,1199,8,9,14,11,8,0.020910503046959017,0.0016728402437567213
0.0,54024,0,1,2017,575000,3,0.0,0.0,5,1197,20,9,11,10,12,0.03524913370773091,0.007288803919225714
1.0,85941,0,2,2018,658000,3,0.0,0.0,5,1198,29,9,10,11,6,0.01051499581789939,0.001194885888397658
0.0,89329,1,1,2018,476999,3,1.0,0.0,5,998,20,9,10,10,10,0.0015533516549169554,0.0002389771776795316
0.0,40000,0,2,2019,500000,3,0.0,0.0,5,1199,29,9,14,12,13,0.011470904528617517,0.0032261918986736765
0.0,17000,0,1,2017,650000,3,1.0,0.0,5,1197,20,9,16,12,11,0.041821006093918034,0.0071693153303859485
0.0,83887,0,1,2017,455000,3,1.0,0.0,5,1197,20,9,11,10,5,0.0071693153303859485,0.0009559087107181264
0.0,150000,0,1,2015,475000,3,0.0,1.0,5,1396,9,9,18,10,12,0.002867726132154379,0.0003584657665192974
3.0,39000,1,1,2021,2800000,3,1.0,1.0,7,2393,30,9,24,14,17,0.007288803919225714,0.0003584657665192974
2.0,23000,1,1,2018,975000,3,1.0,0.0,5,1591,9,9,22,11,8,0.021746923168837376,0.0003584657665192974
2.0,80000,0,1,2017,750000,3,0.0,0.0,5,1591,9,9,27,11,9,0.021746923168837376,0.002389771776795316
0.0,34000,1,1,2016,484999,3,1.0,0.0,5,998,20,9,11,10,9,0.0181622655036444,0.0004779543553590632
0.0,29973,0,1,2017,459999,3,1.0,0.0,5,998,20,9,11,10,10,0.0181622655036444,0.000597442944198829
2.0,30000,0,1,2021,1265000,3,0.0,0.0,5,1498,8,9,25,12,14,0.04421077787071335,0.0015533516549169554
0.0,80805,0,2,2016,567000,3,1.0,1.0,5,1396,9,9,18,10,12,0.002867726132154379,0.0003584657665192974
0.0,26235,0,1,2020,619000,3,1.0,0.0,5,1199,29,9,16,13,13,0.011470904528617517,0.001194885888397658
2.0,95963,0,0,2017,630000,3,0.0,0.0,5,1497,8,9,12,11,6,0.04421077787071335,0.0008364201218783606
1.0,83294,0,1,2018,835000,3,1.0,0.0,5,1591,9,9,18,10,6,0.023180786234914565,0.000597442944198829
1.0,17963,0,2,2021,1703000,3,2.0,1.0,5,1956,16,9,22,11,16,0.005735452264308758,0.0003584657665192974
0.0,102696,0,1,2019,635000,3,1.0,0.0,5,1197,20,9,15,12,13,0.03524913370773091,0.0035846576651929743
0.0,57206,0,2,2019,635000,3,1.0,1.0,5,1396,9,9,16,9,8,0.03955072290596248,0.0002389771776795316
0.0,120000,0,2,2013,300000,3,0.0,1.0,5,1399,6,9,10,10,12,0.007647269685745011,0.0017923288325964871
0.0,81829,0,1,2017,657000,3,1.0,0.0,5,1197,9,9,17,11,12,0.03955072290596248,0.004779543553590632
0.0,54395,0,2,2014,390000,3,2.0,0.0,5,998,20,8,11,7,6,0.0181622655036444,0.04026765443900108
2.0,50000,0,1,2019,620000,3,0.0,1.0,5,1047,29,9,15,10,12,0.002867726132154379,0.0003584657665192974
2.0,70000,0,2,2017,465000,3,0.0,0.0,5,1198,31,9,13,10,7,0.003465169076353208,0.0014338630660771896
0.0,36000,0,1,2015,590000,3,1.0,0.0,5,1197,9,9,18,11,12,0.03955072290596248,0.0015533516549169554
1.0,125000,0,2,2016,950000,3,1.0,1.0,7,2999,10,9,13,12,13,0.0001194885888397658,0.0001194885888397658
2.0,75000,1,2,2018,2150000,3,1.0,1.0,5,2143,21,9,23,13,12,0.002389771776795316,0.0002389771776795316
2.0,45007,1,1,2018,4600000,3,1.0,1.0,5,1950,21,9,32,15,13,0.005496475086629227,0.0001194885888397658
2.0,49617,0,1,2016,490000,3,1.0,0.0,5,1199,8,9,14,11,8,0.020910503046959017,0.0016728402437567213
2.0,57782,0,1,2016,620000,3,1.0,0.0,5,1496,30,9,13,11,9,0.0027482375433146135,0.0017923288325964871
2.0,38000,1,1,2015,1950000,3,1.0,1.0,5,1968,28,9,23,13,16,0.0029872147209941452,0.0004779543553590632
2.0,110000,1,3,2008,680000,3,0.0,1.0,5,2993,1,9,20,12,12,0.004421077787071335,0.0001194885888397658
0.0,22066,0,2,2018,594000,3,2.0,0.0,5,1199,8,9,13,12,12,0.01338272195005377,0.002389771776795316
0.0,65707,0,1,2016,536000,3,1.0,0.0,5,1197,9,9,13,8,6,0.03955072290596248,0.0021507945991157845
0.0,89488,0,1,2015,365000,3,0.0,0.0,5,998,20,9,11,9,9,0.0181622655036444,0.0071693153303859485
0.0,88663,1,2,2017,544000,3,1.0,0.0,5,1197,20,9,12,10,12,0.0071693153303859485,0.001194885888397658
0.0,31679,0,1,2020,566000,3,1.0,0.0,5,1199,29,9,16,13,13,0.011470904528617517,0.001194885888397658
0.0,68178,0,1,2013,420000,3,1.0,0.0,5,1197,9,9,16,11,14,0.03106703309833911,0.004182100609391803
2.0,61279,0,2,2017,748000,3,1.0,0.0,5,1497,8,9,17,12,10,0.04421077787071335,0.006093918030828056
2.0,8963,0,1,2021,880000,3,1.0,0.0,5,1199,8,9,20,12,10,0.020910503046959017,0.0008364201218783606
2.0,80281,0,1,2017,616000,3,0.0,0.0,5,1197,20,9,19,11,8,0.03023061297646075,0.0027482375433146135
1.0,50580,0,1,2020,1554000,3,2.0,0.0,5,1451,16,9,19,11,14,0.005735452264308758,0.0001194885888397658
0.0,21000,1,1,2014,2100000,3,1.0,0.0,5,1598,22,9,20,12,17,0.0004779543553590632,0.0002389771776795316
1.0,55000,1,1,2016,2175000,3,1.0,1.0,5,1968,0,9,23,12,18,0.00370414625403274,0.0015533516549169554
1.0,70000,1,2,2018,4200000,3,0.0,1.0,5,2143,21,9,30,16,19,0.002031306010276019,0.0007169315330385948
1.0,58000,1,1,2019,4300000,3,1.0,0.0,5,1984,0,9,29,14,15,0.0026287489544748474,0.0002389771776795316
2.0,65224,0,1,2018,725000,3,1.0,0.0,5,1598,31,9,21,12,9,0.008125224041104075,0.0002389771776795316
0.0,120000,0,1,2010,275000,3,0.0,0.0,5,1197,20,8,9,6,4,0.005257497908949695,0.0071693153303859485
1.0,42001,1,1,2018,5750000,3,1.0,1.0,5,2993,1,9,26,15,18,0.0017923288325964871,0.0004779543553590632
2.0,30316,0,1,2017,635000,3,1.0,0.0,5,1197,20,0,1,1,1,0.03023061297646075,0.017325845381766042
2.0,64000,1,3,2013,1800000,3,1.0,1.0,5,2143,21,9,21,12,12,0.005496475086629227,0.0002389771776795316
2.0,40000,1,1,2015,1900000,3,1.0,1.0,5,1984,32,9,23,14,14,0.0010753972995578922,0.0002389771776795316
0.0,100526,0,1,2017,509999,3,1.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.04026765443900108
0.0,17273,0,1,2021,817000,3,1.0,0.0,5,1197,20,9,17,9,14,0.041821006093918034,0.0017923288325964871
1.0,107737,0,1,2018,850000,3,0.0,1.0,5,1248,20,9,16,10,7,0.003465169076353208,0.0004779543553590632
1.0,111586,0,2,2016,539000,3,1.0,0.0,5,1499,6,9,8,8,7,0.01995459433624089,0.0004779543553590632
0.0,73369,1,2,2017,538000,3,2.0,0.0,5,1197,20,9,11,10,12,0.03524913370773091,0.0016728402437567213
0.0,63697,0,1,2012,235000,3,1.0,0.0,5,796,20,9,5,4,2,0.006452383797347353,0.0038236348428725055
0.0,45224,0,1,2018,666000,3,1.0,0.0,5,1197,9,9,21,11,12,0.03955072290596248,0.0010753972995578922
0.0,110701,0,2,2010,210000,3,1.0,1.0,5,1399,6,9,10,8,6,0.007647269685745011,0.0007169315330385948
0.0,49124,0,2,2016,413000,3,2.0,0.0,5,998,20,9,11,10,11,0.02987214720994145,0.002509260365635082
2.0,96861,0,1,2016,505000,3,1.0,0.0,5,1197,20,9,15,10,9,0.03023061297646075,0.04026765443900108
0.0,64636,0,2,2009,300000,3,1.0,0.0,5,1197,9,9,10,8,4,0.021866411757677142,0.007886246863424543
2.0,134000,1,1,2014,890000,3,0.0,1.0,5,1968,0,9,20,12,12,0.00370414625403274,0.0009559087107181264
0.0,20000,0,1,2002,140000,3,1.0,0.0,4,796,20,7,1,3,2,0.0015533516549169554,0.0001194885888397658
1.0,14118,1,1,2022,810000,3,1.0,0.0,5,999,27,9,16,10,13,0.003465169076353208,0.000597442944198829
1.0,1200,1,1,2023,4100000,3,1.0,1.0,7,1956,12,9,21,11,21,0.0004779543553590632,0.0001194885888397658
1.0,36000,1,2,2018,725000,3,1.0,0.0,5,1497,6,9,15,11,11,0.01995459433624089,0.0003584657665192974
1.0,10000,1,1,2022,1755000,3,1.0,0.0,5,999,28,9,21,11,20,0.0019118174214362528,0.0007169315330385948
1.0,50000,0,1,2019,1050000,3,0.0,0.0,5,1497,13,9,19,11,14,0.01135141593977775,0.0007169315330385948
1.0,30000,0,1,2021,1000000,3,0.0,0.0,5,1462,30,9,24,12,17,0.0019118174214362528,0.0007169315330385948
2.0,29000,1,1,2018,850000,3,0.0,0.0,5,1598,28,9,25,13,13,0.007886246863424543,0.0003584657665192974
0.0,55940,0,2,2014,508000,3,0.0,0.0,5,1197,9,9,17,11,12,0.03955072290596248,0.004779543553590632
2.0,115915,0,2,2018,851000,3,2.0,1.0,5,1498,8,9,26,12,13,0.04421077787071335,0.0002389771776795316
0.0,1000,1,1,2022,625000,3,1.0,0.0,5,999,27,9,9,8,11,0.01792328832596487,0.0001194885888397658
0.0,96184,1,2,2016,560000,3,1.0,0.0,5,1199,8,9,13,12,12,0.01338272195005377,0.002509260365635082
0.0,87780,0,1,2014,335000,3,1.0,0.0,5,1086,9,8,8,7,4,0.021866411757677142,0.0013143744772374237
0.0,118921,0,1,2015,445000,3,1.0,0.0,5,1197,9,9,14,10,10,0.03955072290596248,0.007886246863424543
1.0,73834,0,2,2019,830000,3,1.0,1.0,5,1498,6,9,17,12,12,0.01995459433624089,0.002389771776795316
1.0,20000,1,1,2022,1789999,3,1.0,1.0,4,2184,17,9,12,10,7,0.004421077787071335,0.0010753972995578922
0.0,38514,0,1,2016,630000,3,1.0,0.0,5,1197,20,9,15,12,13,0.03524913370773091,0.0035846576651929743
2.0,74401,0,2,2016,527000,3,1.0,0.0,5,1197,20,9,15,10,9,0.03023061297646075,0.04026765443900108
1.0,40000,1,1,2020,1320000,3,0.0,0.0,5,1353,9,9,26,12,19,0.023180786234914565,0.0001194885888397658
0.0,9000,0,1,2022,860000,3,1.0,0.0,5,1197,20,9,17,9,14,0.041821006093918034,0.0017923288325964871
1.0,50000,0,1,2017,766000,3,0.0,0.0,5,1591,9,9,16,9,8,0.023180786234914565,0.0010753972995578922
2.0,40000,0,1,2020,610000,3,0.0,0.0,5,1197,20,9,15,10,9,0.03023061297646075,0.005496475086629227
2.0,80000,1,3,2015,475000,3,0.0,1.0,5,1498,28,9,17,13,8,0.007886246863424543,0.0002389771776795316
0.0,82000,0,2,2014,390000,3,0.0,0.0,5,1197,9,9,16,11,14,0.03106703309833911,0.004182100609391803
